Teks Berita,Label,Sumber
"[PENIPUAN] Tautan Rekrutmen Karyawan RSCM
Unggahan berisi tautan “rekrutmen karyawan RSCM”...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Karyawan RSCM,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Kemitraan Aquviva
Unggahan berisi tautan “pendaftaran kemitraan Aquviva”...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Kemitraan Aquviva,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja SiCepat Ekspres
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja SiCepat Ekspres,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Semen Indonesia
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Semen Indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Le Minerale
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Le Minerale,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen PT PELNI
Unggahan berisi tautan “rekrutmen PT PELNI”...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen PT PELNI,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja PT Yakult Indonesia
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja PT Yakult Indonesia,Hoax,TurnBackHoax
"[SALAH] Prabowo: MBG dan Koperasi Desa Itu...
Faktanya, Prabowo memang menyebut dana sitaan...",Hoax,TurnBackHoax
[SALAH] Prabowo: MBG dan Koperasi Desa Itu...,Hoax,TurnBackHoax
"[SALAH] Gibran Dinyatakan Tidak Sah Menjadi Wapres
Faktanya, MK menyatakan pencalonan Gibran sah...",Hoax,TurnBackHoax
[SALAH] Gibran Dinyatakan Tidak Sah Menjadi Wapres,Hoax,TurnBackHoax
"[PENIPUAN] Program Dana Hibah dari Purbaya
Faktanya, akun tersebut bukan merupakan akun...",Hoax,TurnBackHoax
[PENIPUAN] Program Dana Hibah dari Purbaya,Hoax,TurnBackHoax
"[SALAH] Jokowi Dinobatkan Jadi Salah Satu Alumni...
Faktanya, tidak ditemukan pernyataan resmi yang...",Hoax,TurnBackHoax
[SALAH] Jokowi Dinobatkan Jadi Salah Satu Alumni...,Hoax,TurnBackHoax
"[SALAH] Zulhas: Rakyat Itu Aib Pemerintah
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Zulhas: Rakyat Itu Aib Pemerintah,Hoax,TurnBackHoax
"[SALAH] Kemenag: Kyai dan Ulama adalah Orang...
Faktanya, Kemenag telah menegaskan bahwa pihaknya...",Hoax,TurnBackHoax
[SALAH] Kemenag: Kyai dan Ulama adalah Orang...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen PT Timah Tbk
Unggahan berisi tautan “rekrutmen PT Timah...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen PT Timah Tbk,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja PT Pamapersada Nusantara
Unggahan berisi tautan “lowongan kerja Pamapersada...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja PT Pamapersada Nusantara,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Jasa Raharja
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Jasa Raharja,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja KFC Indonesia
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja KFC Indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Astra Indonesia
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Astra Indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja MR.DIY
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja MR.DIY,Hoax,TurnBackHoax
"[PENIPUAN] Kepala BP BUMN Umumkan Dana Bantuan...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[PENIPUAN] Kepala BP BUMN Umumkan Dana Bantuan...,Hoax,TurnBackHoax
"[PENIPUAN] Undian Berhadiah Superbank 2026
Tidak ditemukan informasi kredibel mengenai gebyar...",Hoax,TurnBackHoax
[PENIPUAN] Undian Berhadiah Superbank 2026,Hoax,TurnBackHoax
"[SALAH] Menag Nasaruddin Terjerat Kasus Korupsi
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Menag Nasaruddin Terjerat Kasus Korupsi,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Undian Berhadiah Bank Maluku Utara...
Tautan yang dibagikan tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Undian Berhadiah Bank Maluku Utara...,Hoax,TurnBackHoax
"[PENIPUAN] Rekrutmen Tim Ekspedisi Patriot
Unggahan berisi tautan “rekrutmen Tim Ekspedisi...",Hoax,TurnBackHoax
[PENIPUAN] Rekrutmen Tim Ekspedisi Patriot,Hoax,TurnBackHoax
"[SALAH] Peringatan ke Warga untuk Meninggalkan Tel...
Faktanya, video yang disebarkan adalah video...",Hoax,TurnBackHoax
[SALAH] Peringatan ke Warga untuk Meninggalkan Tel...,Hoax,TurnBackHoax
"[SALAH] Zulhas Minta Tambah Anggaran Koperasi Desa...
Faktanya, Menko Pangan Zulkifli Hasan (Zulhas)...",Hoax,TurnBackHoax
[SALAH] Zulhas Minta Tambah Anggaran Koperasi Desa...,Hoax,TurnBackHoax
"[SALAH] Kemenag Tuding Amien Rais Provokator Bangsa
Tidak ditemukan bukti kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Kemenag Tuding Amien Rais Provokator Bangsa,Hoax,TurnBackHoax
"[SALAH] Malaysia Dilanda Bencana Kelaparan
Malaysia ingin mengimpor 500 ribu ton...",Hoax,TurnBackHoax
[SALAH] Malaysia Dilanda Bencana Kelaparan,Hoax,TurnBackHoax
"[SALAH] Indonesia Stop Pakai US$, Purbaya Pindah...
Tidak ditemukan laporan resmi maupun pemberitaan...",Hoax,TurnBackHoax
"[SALAH] Indonesia Stop Pakai US$, Purbaya Pindah...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen Raharja Energi Cepu
Unggahan berisi tautan “rekrutmen PT Raharja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Raharja Energi Cepu,Hoax,TurnBackHoax
"[SALAH] WHO Anjurkan Konsumsi Ivermectin Tiap Hari...
WHO tidak pernah menyarankan obat ivermectin...",Hoax,TurnBackHoax
[SALAH] WHO Anjurkan Konsumsi Ivermectin Tiap Hari...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Tel Aviv Hangus Terbakar""
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Tel Aviv Hangus Terbakar""",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja KAI
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja KAI,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Undian Berhadiah Bank Banten 2026
Tautan undian berhadiah yang beredar bukan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Undian Berhadiah Bank Banten 2026,Hoax,TurnBackHoax
"[SALAH] Italia Memutus Hubungan dengan Trump
Perbedaan pandangan antara Italia dan Amerika...",Hoax,TurnBackHoax
[SALAH] Italia Memutus Hubungan dengan Trump,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Alfamart
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Alfamart,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Indomaret
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Indomaret,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Rekrutmen PT EPSON 2026
Unggahan berisi tautan “pendaftaran rekrutmen PT...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Rekrutmen PT EPSON 2026,Hoax,TurnBackHoax
"[PENIPUAN] Undian Berhadiah Bank BNI 2026
Informasi mengenai undian berhadiah Bank BNI...",Hoax,TurnBackHoax
[PENIPUAN] Undian Berhadiah Bank BNI 2026,Hoax,TurnBackHoax
"[PENIPUAN] Gibran Umumkan Program Bantuan Modal Usaha
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[PENIPUAN] Gibran Umumkan Program Bantuan Modal Usaha,Hoax,TurnBackHoax
"[PENIPUAN] Undian Berhadiah Bank Sumatra Utara 2026
Tidak ditemukan informasi kredibel mengenai gebyar...",Hoax,TurnBackHoax
[PENIPUAN] Undian Berhadiah Bank Sumatra Utara 2026,Hoax,TurnBackHoax
"[SALAH] Indonesia Resmi Ambil Alih Selat Malaka
Faktanya Indonesia berupaya mengamankan Selat Malaka...",Hoax,TurnBackHoax
[SALAH] Indonesia Resmi Ambil Alih Selat Malaka,Hoax,TurnBackHoax
"[SALAH] Purbaya Pangkas Gaji ke-13 PNS, PPPK,...
Tidak ditemukan pernyataan dari Menteri Purbaya...",Hoax,TurnBackHoax
"[SALAH] Purbaya Pangkas Gaji ke-13 PNS, PPPK,...",Hoax,TurnBackHoax
"[SALAH] Menag: Zakat dan Infak Dipakai untuk...
Tidak ada bukti Menteri Agama menyatakan...",Hoax,TurnBackHoax
[SALAH] Menag: Zakat dan Infak Dipakai untuk...,Hoax,TurnBackHoax
"[SALAH] Prabowo Bakal Berhenti jika Program MBG...
Faktanya, tIdak ditemukan pernyataan resmi yang...",Hoax,TurnBackHoax
[SALAH] Prabowo Bakal Berhenti jika Program MBG...,Hoax,TurnBackHoax
"[SALAH] Purbaya Mempersilakan Investor Cari Negara Lain
Faktanya, kementerian Keuangan menegaskan tidak pernah...",Hoax,TurnBackHoax
[SALAH] Purbaya Mempersilakan Investor Cari Negara Lain,Hoax,TurnBackHoax
"[SALAH] Taspen Bakal Hapus Utang Pensiunan PNS
Faktanya, tidak ditemukan informasi resmi atau...",Hoax,TurnBackHoax
[SALAH] Taspen Bakal Hapus Utang Pensiunan PNS,Hoax,TurnBackHoax
"[PENIPUAN] Laman Pendaftaran Saldo DANA Gratis
Laman tersebut bukan merupakan laman resmi...",Hoax,TurnBackHoax
[PENIPUAN] Laman Pendaftaran Saldo DANA Gratis,Hoax,TurnBackHoax
"[SALAH] Video ""Sejumlah Tikus Terinfeksi Hantavirus Disebar...
Faktanya, konten yang beredar merupakan hasil...",Hoax,TurnBackHoax
"[SALAH] Video ""Sejumlah Tikus Terinfeksi Hantavirus Disebar...",Hoax,TurnBackHoax
"[SALAH] Andrie Yunus Dinyatakan Buta Permanen
Tidak ditemukan vonis medis yang menyatakan...",Hoax,TurnBackHoax
[SALAH] Andrie Yunus Dinyatakan Buta Permanen,Hoax,TurnBackHoax
"[SALAH] Hantavirus Itu Virus Bohongan dari Israel
Faktanya, Hantavirus sudah ada sejak 1950-an...",Hoax,TurnBackHoax
[SALAH] Hantavirus Itu Virus Bohongan dari Israel,Hoax,TurnBackHoax
"[SALAH] Dapur MBG Dirusak Warga yang Anaknya...
Faktanya, video merupakan rekaman kerusuhan yang...",Hoax,TurnBackHoax
[SALAH] Dapur MBG Dirusak Warga yang Anaknya...,Hoax,TurnBackHoax
"[PENIPUAN] Haji Isam Beri Dana Bantuan untuk...
Faktanya audio konten tersebut merupakan hasil...",Hoax,TurnBackHoax
[PENIPUAN] Haji Isam Beri Dana Bantuan untuk...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Program E-Voucher Subsidi Pertamina""
Faktanya, tidak ditemukan program e-voucher subsidi...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Program E-Voucher Subsidi Pertamina""",Hoax,TurnBackHoax
"[SALAH] Gibran Serahkan Surat Pengunduran Diri ke...
Faktanya, video merupakan momen Gibran menyerahkan...",Hoax,TurnBackHoax
[SALAH] Gibran Serahkan Surat Pengunduran Diri ke...,Hoax,TurnBackHoax
"[SALAH] Vaksin Campak Sebabkan Autisme Anak
Faktanya, tidak ditemukan informasi resmi atau...",Hoax,TurnBackHoax
[SALAH] Vaksin Campak Sebabkan Autisme Anak,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Kapal Api...
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Kapal Api...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Padat Karya 2026
Unggahan berisi tautan “pendaftaran bantuan padat...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Padat Karya 2026,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja J&T Express
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja J&T Express,Hoax,TurnBackHoax
"[SALAH] Indonesia Jual Beras Rp10.000 per Kg...
Angka Rp10 ribu per kilogram yang...",Hoax,TurnBackHoax
[SALAH] Indonesia Jual Beras Rp10.000 per Kg...,Hoax,TurnBackHoax
"[SALAH] Jahe, Kunyit, Kencur, dan Serai Bersihkan...
Meskipun ketiga bahan tersebut memiliki manfaat...",Hoax,TurnBackHoax
"[SALAH] Jahe, Kunyit, Kencur, dan Serai Bersihkan...",Hoax,TurnBackHoax
"[PENIPUAN] Prabowo dan Gibran Beri Bantuan Alat...
Tidak ditemukan bukti dari sumber resmi...",Hoax,TurnBackHoax
[PENIPUAN] Prabowo dan Gibran Beri Bantuan Alat...,Hoax,TurnBackHoax
"[SALAH] Kapal Kargo Milik Iran Ditembak AL...
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
[SALAH] Kapal Kargo Milik Iran Ditembak AL...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen Waskita Karya
Unggahan berisi tautan “rekrutmen Waskita Karya”...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Waskita Karya,Hoax,TurnBackHoax
"[SALAH] Prabowo Siap Beri Seribu Rumah Subsidi...
Janji Prabowo adalah membangun sejuta rumah...",Hoax,TurnBackHoax
[SALAH] Prabowo Siap Beri Seribu Rumah Subsidi...,Hoax,TurnBackHoax
"[SALAH] Hampir 90% Masyarakat Indonesia Ingin Program...
Tidak ditemukan sumber kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Hampir 90% Masyarakat Indonesia Ingin Program...,Hoax,TurnBackHoax
"[PENIPUAN] Kemenkeu Umumkan Program Bantuan Pensiunan Indonesia
Audio dalam konten yang beredar merupakan...",Hoax,TurnBackHoax
[PENIPUAN] Kemenkeu Umumkan Program Bantuan Pensiunan Indonesia,Hoax,TurnBackHoax
"[PENIPUAN] KDM Bikin Program Motor Murah
Audio dalam konten yang beredar merupakan...",Hoax,TurnBackHoax
[PENIPUAN] KDM Bikin Program Motor Murah,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen Bersama BUMN 2026
Unggahan berisi tautan “rekrutmen bersama BUMN...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Bersama BUMN 2026,Hoax,TurnBackHoax
"[SALAH] Video ""Tank Israel Diserang Pejuang Lebanon""
Faktanya, video merupakan hasil manipulasi AI....",Hoax,TurnBackHoax
"[SALAH] Video ""Tank Israel Diserang Pejuang Lebanon""",Hoax,TurnBackHoax
"[PENIPUAN] Gibran Bagi-Bagi Bansos Kompor dan Blender
Faktanya, tidak ada program bantuan sosial...",Hoax,TurnBackHoax
[PENIPUAN] Gibran Bagi-Bagi Bansos Kompor dan Blender,Hoax,TurnBackHoax
"[SALAH] Foto ""Ratusan Mayat IDF di Perbatasan...
Faktanya, foto tersebut merupakan hasil rekayasa...",Hoax,TurnBackHoax
"[SALAH] Foto ""Ratusan Mayat IDF di Perbatasan...",Hoax,TurnBackHoax
"[SALAH] Korea Utara Bersiap Luncurkan 500 Rudal...
Tidak ditemukan informasi tentang akan terjadinya...",Hoax,TurnBackHoax
[SALAH] Korea Utara Bersiap Luncurkan 500 Rudal...,Hoax,TurnBackHoax
"[SALAH] Malaysia Resmi Bubar Usai Raja Malaysia...
Tidak ada pernyataan dari Raja Malaysia...",Hoax,TurnBackHoax
[SALAH] Malaysia Resmi Bubar Usai Raja Malaysia...,Hoax,TurnBackHoax
"[SALAH] Hasil Rapat Terbatas Menyatakan Indonesia Masuk...
Faktanya rapat terbatas di Hambalang pada...",Hoax,TurnBackHoax
[SALAH] Hasil Rapat Terbatas Menyatakan Indonesia Masuk...,Hoax,TurnBackHoax
"[SALAH] AS Resmi Dikeluarkan dari NATO
Faktanya Amerika Serikat masih terdaftar sebagai...",Hoax,TurnBackHoax
[SALAH] AS Resmi Dikeluarkan dari NATO,Hoax,TurnBackHoax
"[SALAH] Polri: 1.600 Dapur MBG Milik Polri,...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
"[SALAH] Polri: 1.600 Dapur MBG Milik Polri,...",Hoax,TurnBackHoax
"[SALAH] Polri Pekerjakan Ribuan Narapidana untuk Memasak...
Tidak ditemukan laporan resmi maupun pemberitaan...",Hoax,TurnBackHoax
[SALAH] Polri Pekerjakan Ribuan Narapidana untuk Memasak...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran BLT untuk Ibu Hamil
Unggahan berisi tautan “pendaftaran BLT untuk...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran BLT untuk Ibu Hamil,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Mie Gacoan
Unggahan berisi tautan “pendaftaran lowongan Mie...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Mie Gacoan,Hoax,TurnBackHoax
"[SALAH] Kemenag: Pencabulan 50 Santri di Pati...
Faktanya, Menag Nasaruddin telah menegaskan bahwa...",Hoax,TurnBackHoax
[SALAH] Kemenag: Pencabulan 50 Santri di Pati...,Hoax,TurnBackHoax
"[SALAH] Menag Minta Warga Setor Dana untuk...
Kepala Biro Humas dan Komunikasi Publik...",Hoax,TurnBackHoax
[SALAH] Menag Minta Warga Setor Dana untuk...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Ratusan Oligarki dan Politisi Melarikan...
Faktanya, video yang dibagikan adalah peristiwa...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Ratusan Oligarki dan Politisi Melarikan...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Richeese Factory
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Richeese Factory,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Harita Nickel
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Harita Nickel,Hoax,TurnBackHoax
"[PENIPUAN] Gubernur Papua Bagi-Bagi Bantuan Lewat Facebook
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[PENIPUAN] Gubernur Papua Bagi-Bagi Bantuan Lewat Facebook,Hoax,TurnBackHoax
"[SALAH] Prabowo Bakal Tambahkan Pembangunan 1 Juta...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Prabowo Bakal Tambahkan Pembangunan 1 Juta...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Kartu Debit Seabank
Seabank tidak menyediakan fasilitas kartu debit,...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Kartu Debit Seabank,Hoax,TurnBackHoax
"[SALAH] Indonesia Tutup Selat Malaka
Tidak ditemukan informasi kredibel yang menyebut...",Hoax,TurnBackHoax
[SALAH] Indonesia Tutup Selat Malaka,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran CPNS Bea Cukai 2026
Faktanya, pendaftaran CPNS Bea Cukai 2026...",Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran CPNS Bea Cukai 2026,Hoax,TurnBackHoax
"[SALAH] Kemenag: Uang Infaq dan Zakat Kini...
Tidak ditemukan pernyataan resmi maupun pemberitaan...",Hoax,TurnBackHoax
[SALAH] Kemenag: Uang Infaq dan Zakat Kini...,Hoax,TurnBackHoax
"[SALAH] Prabowo Minta Kapolri Beri Hukuman Berat...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Prabowo Minta Kapolri Beri Hukuman Berat...,Hoax,TurnBackHoax
"[SALAH] Indonesia Bakal Pungut Tarif ke Kapal...
Konteks asli video adalah dokumentasi Latihan...",Hoax,TurnBackHoax
[SALAH] Indonesia Bakal Pungut Tarif ke Kapal...,Hoax,TurnBackHoax
"[SALAH] Pembuat Ijazah Jokowi Akui Ada Modifikasi...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Pembuat Ijazah Jokowi Akui Ada Modifikasi...,Hoax,TurnBackHoax
"[SALAH] Indonesia Resmi Hentikan Ekspor Gas ke...
Penghentian ekspor gas dilakukan secara bertahap,...",Hoax,TurnBackHoax
[SALAH] Indonesia Resmi Hentikan Ekspor Gas ke...,Hoax,TurnBackHoax
"[SALAH] China Menahan Kapal Perang AS di...
Tidak ditemukan pemberitaan kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] China Menahan Kapal Perang AS di...,Hoax,TurnBackHoax
"[SALAH] Indonesia Pimpin Negara ASEAN Rebut Laut...
Tidak benar Indonesia memimpin ASEAN untuk...",Hoax,TurnBackHoax
[SALAH] Indonesia Pimpin Negara ASEAN Rebut Laut...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Sub Agen LPG
Unggahan berisi tautan “pendaftaran sub agen...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Sub Agen LPG,Hoax,TurnBackHoax
"[SALAH] DPR Setujui Penutupan Alfamart dan Indomaret...
Faktanya, tidak ditemukan informasi resmi atau...",Hoax,TurnBackHoax
[SALAH] DPR Setujui Penutupan Alfamart dan Indomaret...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Lion Air Group
Unggahan berisi tautan “lowongan Lion Air...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Lion Air Group,Hoax,TurnBackHoax
"[SALAH] PCR Itu Penipuan untuk Ciptakan Ilusi...
Faktanya, metode PCR tetap diakui secara...",Hoax,TurnBackHoax
[SALAH] PCR Itu Penipuan untuk Ciptakan Ilusi...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan PT HM Sampoerna
Unggahan berisi tautan “pendaftaran lowongan PT...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan PT HM Sampoerna,Hoax,TurnBackHoax
"[PENIPUAN] Lowongan Kerja Pos Indonesia
Faktanya, Pos Indonesia tidak sedang membuka...",Hoax,TurnBackHoax
[PENIPUAN] Lowongan Kerja Pos Indonesia,Hoax,TurnBackHoax
"[SALAH] Video ""Iran Serang Kapal India di...
Faktanya, konteks asli video tersebut adalah...",Hoax,TurnBackHoax
"[SALAH] Video ""Iran Serang Kapal India di...",Hoax,TurnBackHoax
"[PENIPUAN] Program Magang Kantor Perwakilan Bank Indonesia
Unggahan berisi tautan “program magang kantor...",Hoax,TurnBackHoax
[PENIPUAN] Program Magang Kantor Perwakilan Bank Indonesia,Hoax,TurnBackHoax
"[SALAH] Penangkapan Pilot Jet Tempur AS di...
Faktanya, potongan video yang dibagikan adalah...",Hoax,TurnBackHoax
[SALAH] Penangkapan Pilot Jet Tempur AS di...,Hoax,TurnBackHoax
"[SALAH] Korea Utara Luncurkan Ratusan Misil ke...
Faktanya peluncuran rudal yang dilakukan Korea...",Hoax,TurnBackHoax
[SALAH] Korea Utara Luncurkan Ratusan Misil ke...,Hoax,TurnBackHoax
"[SALAH] Ikan Lele Jadi Penyebab Gagal Ginjal...
Faktanya, gagal ginjal kronis umumnya disebabkan...",Hoax,TurnBackHoax
[SALAH] Ikan Lele Jadi Penyebab Gagal Ginjal...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Driver Gojek
Unggahan berisi tautan “pendaftaran lowongan driver...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Driver Gojek,Hoax,TurnBackHoax
"[SALAH] Video ""AS dan Israel Invasi Darat...
Sejauh ini, laporan yang ada hanya...",Hoax,TurnBackHoax
"[SALAH] Video ""AS dan Israel Invasi Darat...",Hoax,TurnBackHoax
"[SALAH] Ribuan Helikopter Turki Diterbangkan Membantu Ira
Video tersebut merupakan rekaman latihan Angkatan...",Hoax,TurnBackHoax
[SALAH] Ribuan Helikopter Turki Diterbangkan Membantu Ira,Hoax,TurnBackHoax
"[SALAH] Singapura Serang Kapal Perang RI yang...
Tidak ada kabar penyerangan Singapura terhadap...",Hoax,TurnBackHoax
[SALAH] Singapura Serang Kapal Perang RI yang...,Hoax,TurnBackHoax
"[SALAH] Video ""Iran Bom Kapal Tanker Milik...
Faktanya, konten yang beredar merupakan hasil...",Hoax,TurnBackHoax
"[SALAH] Video ""Iran Bom Kapal Tanker Milik...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Sarjana Penggerak Pembangunan Indonesia...
Unggahan berisi tautan “pendaftaran Sarjana Penggerak...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Sarjana Penggerak Pembangunan Indonesia...,Hoax,TurnBackHoax
"[SALAH] Nadiem Tidak Pernah Kunjungan Kampus selama...
Faktanya, Nadiem Makarim selama menjabat sebagai...",Hoax,TurnBackHoax
[SALAH] Nadiem Tidak Pernah Kunjungan Kampus selama...,Hoax,TurnBackHoax
"[PENIPUAN] Kardinal Suharyo Umumkan Dana Bantuan untuk...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[PENIPUAN] Kardinal Suharyo Umumkan Dana Bantuan untuk...,Hoax,TurnBackHoax
"[PENIPUAN] Dedi Mulyadi Buka Program Beasiswa Garuda...
Konten yang beredar adalah hasil rekayasa...",Hoax,TurnBackHoax
[PENIPUAN] Dedi Mulyadi Buka Program Beasiswa Garuda...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen Petugas PTSP Kejaksaan
Unggahan berisi tautan “rekrutmen petugas PTSP...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Petugas PTSP Kejaksaan,Hoax,TurnBackHoax
